shapeid,OIDN,oppPerceel,oppBebouwd,volume,hoogte,woongebied,woonvernie,woonuitbre,industrie,landbouw,zone,zoneId,Mobiscore,X,Y
"13298","4041506",673.74,150.280000,1577.940000,10.500,MOLENSTRAAT,,,,,MOLENSTRAAT,"27","7780",93142.0416460000,208912.5838600000
"13299","978413",230.67,94.750000,1049.830000,11.080,KERKSTRAAT   ROZE,KERKSTRAAT   ROZE,,,,KERKSTRAAT   ROZE,"25","8033",93981.4413690000,208697.8720000000
"13300","4041481",1801.78,3312.510000,29613.839000,8.940,,,,Nieuwendorpe,,NIJVERHEIDSKAAI WEST,"1","6408",91911.2280180000,208117.2955800000
"13301","4041514",5302.03,889.220000,3912.568000,4.400,MOEIE,MOEIE,,,,MOEIE,"16","7915",93446.4534020000,208450.3119300000
"13302","4041651",269.53,81.450000,638.568000,7.840,LEKESTRAAT   SCHAPERIJ,,,,,LEKESTRAAT   SCHAPERIJ,"24","7679",95341.5829790000,207870.0125300000
"13303","4041482",3583.11,1746.190000,16873.964000,9.663,,,,Nieuwendorpe,,NIJVERHEIDSKAAI WEST,"1","6473",91937.6742970000,208090.0506700000
"13304","4041625",17.76,0.000000,0.000000,,LEKESTRAAT   SCHAPERIJ,,,,,LEKESTRAAT   SCHAPERIJ,"24","8033",94881.4867130000,208147.2497200000
"13305","4041547",2821.92,1288.980000,11048.900000,8.572,ZUIDMOERSTRAAT GENTSESTEENWEG,ZUIDMOERSTRAAT GENTSESTEENWEG,,,,ZUIDMOERSTRAAT GENTSESTEENWEG,"19","8001",93995.7912970000,208317.7741400000
"13306","5136360",460.63,0.000000,0.000000,,MOLENSTRAAT,,,,,MOLENSTRAAT,"27","7876",93331.0056550000,208997.5446500000
"13307","1829323",2791.23,0.000000,0.000000,,,,,,Grasland,HOGE BOSSTRAAT,"3","7212",95513.9900470000,207197.4556700000
"13308","984466",1339.97,0.000000,0.000000,,,,,,Grasland,VROMBAUT,"9","6023",96662.5273860000,209459.6155500000
"13309","984422",64.42,0.000000,0.000000,,GEMEENTEHUIS   KERKESTEE,,,,,GEMEENTEHUIS   KERKESTEE,"28","8029",94891.4133100000,208246.1038600000
"13310","986996",19421.54,0.000000,0.000000,,,,,,Grasland,DE WAAI,"13","5353",96188.3296980000,211356.4236700000
"13311","5136333",6899.03,1138.370000,9277.027000,8.149,GALGENAKKER,,,,,GALGENAKKER,"22","6835",91615.0703660000,209956.8658700000
"13312","5136391",11.68,0.000000,0.000000,,ZUIDMOERSTRAAT GENTSESTEENWEG,ZUIDMOERSTRAAT GENTSESTEENWEG,,,,ZUIDMOERSTRAAT GENTSESTEENWEG,"19","7936",93621.3122960000,208217.9573700000
"13313","1829324",3963.24,0.000000,0.000000,,,,,,MaÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¯s,HOGE BOSSTRAAT,"3","7290",95502.1855360000,207149.1751300000
"13314","2311829",9587.11,0.000000,0.000000,,,,,,MaÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¯s,OOSTVELD,"7","6135",96853.6649860000,207501.5454600000
"13315","5136377",104.26,51.550000,314.971000,6.110,ZUIDMOERSTRAAT GENTSESTEENWEG,ZUIDMOERSTRAAT GENTSESTEENWEG,,,,ZUIDMOERSTRAAT GENTSESTEENWEG,"19","7906",93598.2554910000,208290.3311700000
"13316","979604",1579.92,0.000000,0.000000,,,,,,MaÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¯s,VELDEKEN,"6","5615",92808.6076150000,206330.6294500000
"13317","1828545",4071.20,0.000000,0.000000,,ZUIDMOERSTRAAT GENTSESTEENWEG,ZUIDMOERSTRAAT GENTSESTEENWEG,,,MaÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¯s,ZUIDMOERSTRAAT GENTSESTEENWEG,"19","7350",95294.8727060000,207179.2375400000
"13318","987157",116.62,0.000000,0.000000,,,,,,Grasland,MOERSTRAAT,"15","4759",93908.4122580000,212339.8742600000
"13319","979602",537.19,0.000000,0.000000,,,,,,MaÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¯s,VELDEKEN,"6","5501",92749.4628090000,206284.8749000000
"13320","978482",873.68,213.870000,1317.231000,6.159,GALGENAKKER,,,,,GALGENAKKER,"22","6834",91684.9691270000,208927.5806700000
"13321","982876",943.28,0.000000,0.000000,,,,,,MaÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¯s,HET LEEN,"5","6942",94327.8313490000,206711.7101500000
"13322","5136368",194.96,50.480000,310.452000,6.150,ZUIDMOERSTRAAT GENTSESTEENWEG,ZUIDMOERSTRAAT GENTSESTEENWEG,,,,ZUIDMOERSTRAAT GENTSESTEENWEG,"19","7868",93580.0858190000,208157.3709900000
"13323","5136449",935.72,342.320000,2557.077000,7.470,KERKSTRAAT   ROZE,KERKSTRAAT   ROZE,,,,KERKSTRAAT   ROZE,"25","7919",94430.9790160000,208764.6526700000
"13324","5136370",130.48,49.900000,304.390000,6.100,ZUIDMOERSTRAAT GENTSESTEENWEG,ZUIDMOERSTRAAT GENTSESTEENWEG,,,,ZUIDMOERSTRAAT GENTSESTEENWEG,"19","7868",93587.9848210000,208183.0828100000
"13325","5136412",14.93,0.000000,0.000000,,MOLENSTRAAT,,,,,MOLENSTRAAT,"27","7837",93698.6147030000,209310.4427300000
"13326","981738",203272.07,0.000000,0.000000,,,,,,Grasland,HET LEEN,"5","5991",93032.3663450000,206688.4158300000
"13327","4041571",130.73,64.360000,542.555000,8.430,ZUIDMOERSTRAAT GENTSESTEENWEG,ZUIDMOERSTRAAT GENTSESTEENWEG,,,,ZUIDMOERSTRAAT GENTSESTEENWEG,"19","8031",94261.3013830000,207817.2319800000
"13328","5136484",320.26,46.550000,381.244000,8.190,LEKESTRAAT   SCHAPERIJ,,,,,LEKESTRAAT   SCHAPERIJ,"24","7752",95283.2695770000,207897.5989300000
"13329","978840",655.52,473.090000,1541.505000,3.258,MOEIE,MOEIE,,,,MOEIE,"16","7978",93576.0008370000,208552.4607500000
"13330","983522",6606.58,0.000000,0.000000,,,,,,MaÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¯s,HOGE BOSSTRAAT,"3","7342",95418.7640350000,207364.9317700000
"13331","5136496",36.51,9.180000,22.766000,2.480,GEMEENTEHUIS   KERKESTEE,,,,,GEMEENTEHUIS   KERKESTEE,"28","7565",95437.8503380000,208345.5174100000
"13332","985913",5491.23,0.000000,0.000000,,,,,,MaÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¯s,KRUISKENS,"11","5592",96028.3387910000,210426.9091000000
"13333","4041578",9301.02,1360.350000,8486.002000,6.238,,,,,Grasland,MOERSTRAAT,"15","4997",94454.2183820000,212315.3707300000
"13334","5136381",11.19,0.000000,0.000000,,ZUIDMOERSTRAAT GENTSESTEENWEG,ZUIDMOERSTRAAT GENTSESTEENWEG,,,,ZUIDMOERSTRAAT GENTSESTEENWEG,"19","7936",93610.3605460000,208242.0533800000
"13335","983238",262.66,0.000000,0.000000,,,,,,MaÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¯s,KRUISKENS,"11","5672",95992.1965950000,210488.1419100000
"13336","986672",9263.79,0.000000,0.000000,,,,,,"Granen, zaden en peulvruchten",MOERSTRAAT,"15","4811",93792.8221380000,212183.8776700000
"13337","982898",4197.15,0.000000,0.000000,,,,,Pokmoere,MaÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¯s,POKMOERE,"4","7160",94406.6222980000,206884.8031700000
"13338","984468",2170.43,0.000000,0.000000,,,,,,Grasland,VROMBAUT,"9","6120",96636.9093930000,209536.0782100000
"13339","979368",4660.79,0.000000,0.000000,,,,,,MaÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¯s,VELDEKEN,"6","5430",92663.3825190000,206277.7793800000
"13340","5136471",341.15,189.670000,1128.537000,5.950,LEKESTRAAT   SCHAPERIJ,,,,,LEKESTRAAT   SCHAPERIJ,"24","8029",94854.5309060000,208202.2566300000
"13341","5136365",50.38,0.000000,0.000000,,MOLENSTRAAT,,,,,MOLENSTRAAT,"27","7947",93558.9968510000,208806.2225600000
"13342","2311982",15353.91,0.000000,0.000000,,,,,,Grasland,OOSTVELD,"7","6530",96936.8545640000,208430.9950000000
"13343","5136432",96.64,88.170000,818.680000,9.285,KERKSTRAAT   ROZE,KERKSTRAAT   ROZE,,,,KERKSTRAAT   ROZE,"25","7987",94153.3070510000,208800.9064800000
"13344","2312378",871.10,0.000000,0.000000,,,,,,MaÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¯s,VROMBAUT,"9","6120",96639.7182710000,209652.7695800000
"13345","3809009",1701.12,0.000000,0.000000,,,,,,Grasland,HET LEEN,"5","7077",94087.0760360000,206800.0604500000
"13346","5136364",40.09,13.220000,40.982000,3.100,MOLENSTRAAT,,,,,MOLENSTRAAT,"27","7947",93553.4918710000,208795.9797700000
"13347","5136361",41.44,57.650000,166.032000,2.880,MOLENSTRAAT,,,,,MOLENSTRAAT,"27","7876",93332.8591700000,208979.4949900000
"13348","987162",4527.17,0.000000,0.000000,,,,,,Grasland,MOERSTRAAT,"15","4759",93926.9097100000,212258.6951800000
"13349","984477",22064.50,0.000000,0.000000,,,,,,MaÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¯s,VROMBAUT,"9","5961",96723.1795130000,209170.4766800000
"13350","3808988",2995.87,0.000000,0.000000,,,,,,MaÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¯s,VELDEKEN,"6","5582",92804.3491150000,206247.8913500000
"13351","5136411",1195.30,439.950000,1454.355000,3.306,MOLENSTRAAT,,,,,MOLENSTRAAT,"27","7837",93690.0542570000,209319.5424300000
"13352","982648",3970.00,0.000000,0.000000,,,,,,Grasland,OOSTVELD,"7","6302",96818.8749090000,207938.9776400000
"13353","5136422",4736.45,1372.370000,7449.261000,5.428,,,,,Landbouwinfrastructuur,MOERSTRAAT,"15","5193",94027.6142620000,211868.6312900000
"13354","5136453",387.96,76.410000,612.808000,8.020,KERKSTRAAT   ROZE,KERKSTRAAT   ROZE,,,,KERKSTRAAT   ROZE,"25","7919",94481.6038680000,208768.7965900000
"13355","986650",2242.46,0.000000,0.000000,,,,,,MaÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¯s,MOERSTRAAT,"15","4755",94074.9526230000,212295.2241500000
"13356","5136393",15.69,0.000000,0.000000,,ZUIDMOERSTRAAT GENTSESTEENWEG,ZUIDMOERSTRAAT GENTSESTEENWEG,,,,ZUIDMOERSTRAAT GENTSESTEENWEG,"19","7936",93622.0924920000,208231.8835200000
"13357","5136502",925.46,925.460000,4506.990000,4.870,,,,,Landbouwinfrastructuur,VROMBOUTSTRAAT,"8","6178",95903.1919980000,209723.8282400000
"13358","5136445",42.67,0.000000,0.000000,,ZUIDMOERSTRAAT GENTSESTEENWEG,ZUIDMOERSTRAAT GENTSESTEENWEG,,,,ZUIDMOERSTRAAT GENTSESTEENWEG,"19","8023",94304.2526890000,207862.4385000000
"13359","985908",7685.39,0.000000,0.000000,,,,,,MaÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¯s,KRUISKENS,"11","5481",96143.0219820000,210235.5413000000
"13360","5136495",536.62,122.210000,1110.889000,9.090,GEMEENTEHUIS   KERKESTEE,,,,,GEMEENTEHUIS   KERKESTEE,"28","7565",95415.1232410000,208397.7503800000
"13361","983563",5715.60,0.000000,0.000000,,,,,,MaÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¯s,HOGE BOSSTRAAT,"3","7282",95676.4389470000,207353.2722200000
"13362","983233",2072.76,0.000000,0.000000,,,,,,MaÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¯s,OOSTVELD,"7","6426",96851.0506910000,208182.5936900000
"13363","986666",5531.53,0.000000,0.000000,,,,,,Grasland,MOERSTRAAT,"15","4759",93848.8167480000,212257.8300100000
"13364","5136392",11.66,0.000000,0.000000,,ZUIDMOERSTRAAT GENTSESTEENWEG,ZUIDMOERSTRAAT GENTSESTEENWEG,,,,ZUIDMOERSTRAAT GENTSESTEENWEG,"19","7936",93621.8164940000,208226.9821000000
"13365","2305832",593.20,0.000000,0.000000,,,,,,Aardappelen,KRUISKENS,"11","5593",96534.2226950000,209985.3906600000
"13366","5136474",173.13,97.400000,599.010000,6.150,LEKESTRAAT   SCHAPERIJ,,,,,LEKESTRAAT   SCHAPERIJ,"24","8029",94873.9493690000,208203.7111700000
"13367","5136507",31124.71,0.000000,0.000000,,,,,,MaÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¯s,OOSTVELD,"7","6714",96510.9318780000,207740.5548200000
"13368","983614",1861.18,0.000000,0.000000,,,,,,Grasland,OOSTVELD,"7","6135",96818.0401170000,207595.9597100000
"13369","1828845",2674.86,0.000000,0.000000,,ZUIDMOERSTRAAT GENTSESTEENWEG,ZUIDMOERSTRAAT GENTSESTEENWEG,,,MaÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¯s,ZUIDMOERSTRAAT GENTSESTEENWEG,"19","7350",95328.3707680000,207160.6924200000
"13370","5136372",130.11,50.180000,305.596000,6.090,ZUIDMOERSTRAAT GENTSESTEENWEG,ZUIDMOERSTRAAT GENTSESTEENWEG,,,,ZUIDMOERSTRAAT GENTSESTEENWEG,"19","7906",93592.1253050000,208265.6822100000
"13371","5136436",641.08,163.750000,1381.421000,8.436,ZUIDMOERSTRAAT GENTSESTEENWEG,ZUIDMOERSTRAAT GENTSESTEENWEG,,,,ZUIDMOERSTRAAT GENTSESTEENWEG,"19","8031",94264.1268250000,207835.3458600000
"13372","5136350",65.15,0.000000,0.000000,,MOEIE,MOEIE,,,,MOEIE,"16","7771",93100.8036880000,208466.5020000000
"13373","986824",13939.35,0.000000,0.000000,,,,,,Grasland,DE WAAI,"13","5323",94622.9219640000,212122.2366200000
"13374","5136386",15.79,0.000000,0.000000,,ZUIDMOERSTRAAT GENTSESTEENWEG,ZUIDMOERSTRAAT GENTSESTEENWEG,,,,ZUIDMOERSTRAAT GENTSESTEENWEG,"19","7936",93612.7799590000,208298.6899800000
"13375","5136512",3242.64,0.000000,0.000000,,,,,,Grasland,OOSTVELD,"7","6875",96559.6591410000,208167.5464800000
"13376","5136446",44.02,0.000000,0.000000,,ZUIDMOERSTRAAT GENTSESTEENWEG,ZUIDMOERSTRAAT GENTSESTEENWEG,,,,ZUIDMOERSTRAAT GENTSESTEENWEG,"19","8023",94307.5630070000,207862.0986300000
"13377","4041526",89.58,65.490000,472.838000,7.220,MOEIE,MOEIE,,,,MOEIE,"16","8011",93609.4405090000,208557.5537000000
"13378","5136516",89.18,71.610000,806.329000,11.260,ZUIDMOERSTRAAT GENTSESTEENWEG,ZUIDMOERSTRAAT GENTSESTEENWEG,,,,ZUIDMOERSTRAAT GENTSESTEENWEG,"19","7964",94099.9115460000,207701.3004600000
"13379","5136417",2215.97,0.000000,0.000000,,,,,,MaÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¯s,SINT-JANS VELD,"12","6718",93838.2123930000,210257.9760400000
"13380","2312418",2716.28,0.000000,0.000000,,,,,,MaÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¯s,VROMBAUT,"9","6131",96826.7322670000,208954.0751700000
"13381","982511",655.15,97.640000,1025.220000,10.500,ZUIDMOERSTRAAT GENTSESTEENWEG,ZUIDMOERSTRAAT GENTSESTEENWEG,,,,ZUIDMOERSTRAAT GENTSESTEENWEG,"19","8031",94288.6310360000,207875.5075600000
"13382","979137",3054.07,0.000000,0.000000,,,,,,Aardappelen,VELDEKEN,"6","6738",93941.2778480000,206944.0050900000
"13383","2312520",10520.91,0.000000,0.000000,,,,,,MaÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¯s,VROMBAUT,"9","6120",96690.7696070000,209725.1723000000
"13384","983240",12247.10,0.000000,0.000000,,,,,,Grasland,KRUISKENS,"11","5393",96266.6660010000,210160.5265100000
"13385","979734",1265.03,0.000000,0.000000,,,,,,MaÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¯s,VELDEKEN,"6","5279",92513.8825940000,206189.7070000000
"13386","986651",2221.62,0.000000,0.000000,,,,,,MaÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¯s,MOERSTRAAT,"15","4755",94099.0181490000,212291.6152300000
"13387","984446",783.11,173.520000,1381.914000,7.964,GEMEENTEHUIS   KERKESTEE,,,,,GEMEENTEHUIS   KERKESTEE,"28","7578",95427.8556960000,208223.5182700000
"13388","979735",1062.66,0.000000,0.000000,,,,,,MaÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¯s,VELDEKEN,"6","5279",92404.3615890000,206170.6805700000
"13389","2312474",9103.59,0.000000,0.000000,,,,,,Aardappelen,VROMBAUT,"9","5952",96752.0868690000,209623.4639200000
"13390","5136424",560.69,0.000000,0.000000,,KERKSTRAAT   ROZE,KERKSTRAAT   ROZE,,,,KERKSTRAAT   ROZE,"25","8022",94033.7435980000,208789.0789700000
"13391","986648",3542.74,0.000000,0.000000,,,,,,Grasland,MOERSTRAAT,"15","5002",94350.2994950000,212269.0256300000
"13392","3808980",6657.19,0.000000,0.000000,,,,,,MaÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¯s,VELDEKEN,"6","5263",92516.0678060000,206166.5113700000
"13393","978560",1775.77,0.000000,0.000000,,,,,,Grasland,VELDEKEN,"6","7104",93947.3418400000,207383.4853400000
"13394","986652",1441.93,0.000000,0.000000,,,,,,MaÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¯s,MOERSTRAAT,"15","4754",94117.7949950000,212289.6141200000
"13395","982897",5319.60,0.000000,0.000000,,,,,Pokmoere,MaÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¯s,POKMOERE,"4","7160",94414.1244160000,206871.9706600000
"13396","986653",2727.92,0.000000,0.000000,,,,,,MaÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¯s,MOERSTRAAT,"15","4754",94138.0892500000,212287.4204200000
"13397","5136331",5112.67,0.000000,0.000000,,BALGERHOEK,,,,,BALGERHOEK,"20","5445",90592.7322360000,211441.4604900000
"13398","979230",301.96,0.000000,0.000000,,,,,,Aardappelen,VELDEKEN,"6","7356",94138.4243860000,206941.8717500000
